"TILE_NAME","total.area","cover"
"NH70",8341285.9900834,0.083412859900834
"NH71",1202294.78625136,0.0120229478625136
"NH72",12464396.5746175,0.124643965746175
"NH73",30594510.205984,0.305945102059839
"NH74",36166122.5584697,0.361661225584697
"NH75",6893602.65490893,0.0689360265490893
"NH76",14986207.3370304,0.149862073370304
"NH77",35508466.0651723,0.355084660651723
"NH78",23494066.232378,0.23494066232378
"NH79",28492751.8741691,0.284927518741691
"NH80",48214814.9993835,0.482148149993835
"NH81",19590338.1463661,0.195903381463661
"NH82",19658423.5619026,0.196584235619026
"NH83",12672850.797358,0.12672850797358
"NH84",35037414.3889162,0.350374143889162
"NH85",16612195.9253963,0.166121959253963
"NH86",479551.151109777,0.00479551151109777
"NH87",5259405.18493703,0.0525940518493703
"NH88",4689349.49489881,0.0468934949489881
"NH89",3231565.54151619,0.0323156554151619
"NH90",24260974.1432764,0.242609741432764
"NH91",57669958.359974,0.57669958359974
"NH92",36064553.8804796,0.360645538804796
"NH93",6975034.83940935,0.0697503483940935
"NH94",57851489.7728751,0.578514897728751
"NH95",45191333.3954493,0.451913333954493
"NH96",13572696.7897523,0.135726967897523
"NH97",2898.59653779678,2.89859653779678e-05
"NH98",446452.792780168,0.00446452792780168
"NJ00",214048.596436607,0.00214048596436607
"NJ01",25016435.510144,0.25016435510144
"NJ02",36776003.7255543,0.367760037255543
"NJ03",19665584.4491795,0.196655844491795
"NJ04",30954050.9692472,0.309540509692472
"NJ05",47523154.8164069,0.475231548164069
"NJ06",11963215.7806876,0.119632157806876
"NJ10",1344171.25463841,0.0134417125463841
"NJ11",11337807.1490488,0.113378071490488
"NJ12",19827708.8268907,0.198277088268907
"NJ13",31036006.8435555,0.310360068435555
"NJ14",40177309.1674048,0.401773091674048
"NJ15",46650365.7452421,0.466503657452421
"NJ16",21301569.3017414,0.213015693017414
"NJ17",156887.851914252,0.00156887851914252
"NJ20",6223691.13748266,0.0622369113748266
"NJ21",4014147.72823851,0.0401414772823851
"NJ22",18085580.458498,0.18085580458498
"NJ23",23180836.3439716,0.231808363439716
"NJ24",54916745.4511315,0.549167454511315
"NJ25",39398115.9326111,0.393981159326111
"NJ26",20604850.4238809,0.206048504238809
"NJ27",56471.7750796034,0.000564717750796034
"NJ30",15163148.8818003,0.151631488818003
"NJ31",35521538.9283777,0.355215389283777
"NJ32",2487289.07197317,0.0248728907197317
"NJ33",18360505.2705936,0.183605052705935
"NJ34",46510244.0778876,0.465102440778876
"NJ35",50049783.4336814,0.500497834336814
"NJ36",16387222.3980286,0.163872223980286
"NJ40",27059631.5459404,0.270596315459404
"NJ41",19886446.6184306,0.198864466184306
"NJ42",21232430.4732845,0.212324304732845
"NJ43",53241541.6885864,0.532415416885864
"NJ44",27941864.8960794,0.279418648960794
"NJ45",30197988.396333,0.30197988396333
"NJ46",23050308.9136018,0.230503089136018
"NJ50",30017735.2574438,0.300177352574438
"NJ51",19511183.3135514,0.195111833135514
"NJ52",19559256.4954476,0.195592564954476
"NJ53",23836037.8206877,0.238360378206877
"NJ54",27876884.4078079,0.278768844078079
"NJ55",23095358.0515088,0.230953580515088
"NJ56",13332825.1842889,0.133328251842889
"NJ60",26057299.2140227,0.260572992140227
"NJ61",39069003.8951018,0.390690038951018
"NJ62",28101780.4850554,0.281017804850554
"NJ63",10323126.2193633,0.103231262193633
"NJ64",11638154.5332335,0.116381545332335
"NJ65",11522399.757639,0.11522399757639
"NJ66",4754388.19464236,0.0475438819464236
"NJ70",27102275.5607329,0.271022755607329
"NJ71",17826155.591683,0.17826155591683
"NJ72",8647064.8806738,0.086470648806738
"NJ73",10274465.7672584,0.102744657672584
"NJ74",8214475.5615309,0.0821447556153091
"NJ75",9166340.12054089,0.0916634012054089
"NJ76",730624.770383695,0.00730624770383695
"NJ80",14580101.6794316,0.145801016794316
"NJ81",15630433.0966539,0.156304330966539
"NJ82",7062034.2111873,0.070620342111873
"NJ83",11607386.498439,0.11607386498439
"NJ84",6500095.22347803,0.0650009522347803
"NJ85",8385373.85436591,0.0838537385436591
"NJ86",5192081.88472044,0.0519208188472044
"NJ90",5383148.93868868,0.0538314893868868
"NJ91",6379574.73176512,0.0637957473176512
"NJ92",7521122.60743747,0.0752112260743747
"NJ93",9321585.90417573,0.0932158590417573
"NJ94",9306158.47408419,0.0930615847408419
"NJ95",11531962.9090436,0.115319629090436
"NJ96",2473834.64309576,0.0247383464309576
"NK02",272678.250482378,0.00272678250482378
"NK03",5665341.56042418,0.0566534156042418
"NK04",9424493.46648204,0.0942449346648204
"NK05",8483066.62547678,0.0848306662547678
"NK06",2271930.31855431,0.0227193031855431
"NK13",134372.641474998,0.00134372641474998
"NK14",1101863.35204708,0.0110186335204708
"NK15",431981.08513577,0.0043198108513577
"NL69",12265.6964170267,0.000122656964170267
"NM15",19279.9162521546,0.000192799162521546
"NM22",9920.38623497216,9.92038623497216e-05
"NM25",198708.29283466,0.0019870829283466
"NM26",52475.2860716068,0.000524752860716068
"NM31",3623124.27085527,0.0362312427085527
"NM32",2664571.22864624,0.0266457122864624
"NM34",4833931.36512086,0.0483393136512086
"NM35",2409779.34920502,0.0240977934920502
"NM39",209585.680660664,0.00209585680660664
"NM41",1843684.60574203,0.0184368460574203
"NM42",18843602.1224637,0.188436021224637
"NM43",5814609.03711102,0.0581460903711102
"NM44",14390390.402305,0.14390390402305
"NM45",27161447.5114618,0.271614475114618
"NM46",1765359.08581084,0.0176535908581084
"NM47",58619.7190620687,0.000586197190620687
"NM48",2593909.63166587,0.0259390963166587
"NM49",1360962.35366628,0.0136096235366628
"NM52",14640621.1431647,0.146406211431647
"NM53",4858980.61670974,0.0485898061670974
"NM54",32575837.0511369,0.325758370511369
"NM55",24069801.9346946,0.240698019346946
"NM56",20994816.0947983,0.209948160947983
"NM57",597853.291667174,0.00597853291667174
"NM60",6636.04895814025,6.63604895814025e-05
"NM61",163117.494836108,0.00163117494836108
"NM62",3518995.66598952,0.0351899566598952
"NM63",13435712.0999031,0.134357120999031
"NM64",39553515.0408162,0.395535150408162
"NM65",35129868.69002,0.3512986869002
"NM66",18615144.7641139,0.186151447641139
"NM67",10646069.6809334,0.106460696809334
"NM68",7154294.45155575,0.0715429445155575
"NM69",3441120.71338763,0.0344112071338763
"NM70",6841044.36074815,0.0684104436074815
"NM71",5398195.07366144,0.0539819507366144
"NM72",1609193.65095878,0.0160919365095878
"NM73",8074386.97064257,0.0807438697064257
"NM74",8897707.89405927,0.0889770789405927
"NM75",14314150.072272,0.14314150072272
"NM76",28813782.2222993,0.288137822222993
"NM77",6893173.52084209,0.0689317352084209
"NM78",5527362.92308283,0.0552736292308283
"NM79",3750713.56253283,0.0375071356253283
"NM80",29681353.0421592,0.296813530421592
"NM81",46851486.0455917,0.468514860455917
"NM82",28604441.5638308,0.286044415638308
"NM83",7637555.31035115,0.0763755531035115
"NM84",1862139.25702325,0.0186213925702325
"NM85",10213502.1289961,0.102135021289961
"NM86",32808168.8563723,0.328081688563723
"NM87",13734364.2888723,0.137343642888723
"NM88",5141674.53149752,0.0514167453149752
"NM89",3012032.45959735,0.0301203245959735
"NM90",52741692.4589444,0.527416924589444
"NM91",58799390.087292,0.58799390087292
"NM92",21181300.7461155,0.211813007461155
"NM93",34147247.3453372,0.341472473453372
"NM94",32751220.9607166,0.327512209607166
"NM95",14598773.8305698,0.145987738305698
"NM96",13657706.568799,0.13657706568799
"NM97",21307816.837057,0.21307816837057
"NM98",13580807.0082521,0.135808070082521
"NM99",6994709.14050401,0.0699470914050401
"NN00",54464938.6174438,0.544649386174438
"NN01",30686987.7186224,0.306869877186224
"NN02",37148230.3243526,0.371482303243526
"NN03",25958768.7465721,0.259587687465721
"NN04",14062386.921867,0.14062386921867
"NN05",37347529.2623699,0.373475292623699
"NN06",29950432.604403,0.29950432604403
"NN07",25031142.2325393,0.250311422325393
"NN08",12653565.5134199,0.126535655134199
"NN09",11951305.934586,0.11951305934586
"NN10",43601235.668334,0.43601235668334
"NN11",41827019.6400423,0.418270196400423
"NN12",27342931.3317949,0.273429313317949
"NN13",7151982.66242274,0.0715198266242274
"NN14",13943774.9282426,0.139437749282426
"NN15",9808302.77578054,0.0980830277578054
"NN16",25380235.8173432,0.253802358173432
"NN17",31096435.9131284,0.310964359131284
"NN18",38975194.0063659,0.389751940063659
"NN19",21605940.4361519,0.216059404361519
"NN20",27577405.8873299,0.275774058873299
"NN21",10866581.2759177,0.108665812759177
"NN22",19561495.2888416,0.195614952888416
"NN23",34688931.814647,0.34688931814647
"NN24",9165374.6105093,0.091653746105093
"NN25",527188.325115481,0.00527188325115481
"NN26",4945250.86343105,0.0494525086343105
"NN27",19626786.1987517,0.196267861987517
"NN28",28158059.652091,0.28158059652091
"NN29",23992787.4788509,0.239927874788509
"NN30",23913417.6259115,0.239134176259115
"NN31",10690027.9104085,0.106900279104085
"NN32",23817718.8047373,0.238177188047373
"NN33",12202207.6904184,0.122022076904184
"NN34",5610557.83786556,0.0561055783786556
"NN35",4221761.58138473,0.0422176158138473
"NN36",2174690.04120535,0.0217469004120535
"NN37",16518047.7436127,0.165180477436127
"NN38",20840924.8119477,0.208409248119477
"NN39",8018670.7366061,0.080186707366061
"NN40",47758615.5345629,0.477586155345629
"NN41",16280326.2821076,0.162803262821076
"NN42",14932235.7240808,0.149322357240808
"NN43",7134902.74594956,0.0713490274594956
"NN44",6886764.71405444,0.0688676471405444
"NN45",43919612.8071976,0.439196128071976
"NN46",6773027.09949415,0.0677302709949415
"NN47",6847990.81665404,0.0684799081665404
"NN48",16018387.8453781,0.160183878453781
"NN49",2829727.68601631,0.0282972768601631
"NN50",52797620.2788629,0.527976202788629
"NN51",38896658.8116411,0.388966588116411
"NN52",24016019.5248101,0.240160195248101
"NN53",17974691.4332084,0.179746914332084
"NN54",14605262.7981182,0.146052627981182
"NN55",46812832.369345,0.46812832369345
"NN56",11582259.8843018,0.115822598843018
"NN57",5512445.5241432,0.055124455241432
"NN58",19744667.7597694,0.197446677597694
"NN59",19956452.0149681,0.199564520149681
"NN60",31767333.1173605,0.317673331173605
"NN61",3896096.43789814,0.0389609643789814
"NN62",8411962.30924376,0.0841196230924376
"NN63",9741194.9935049,0.097411949935049
"NN64",7179933.22507551,0.0717993322507551
"NN65",17497865.5200537,0.174978655200537
"NN66",10949258.3605833,0.109492583605833
"NN67",272106.989582139,0.00272106989582139
"NN68",10690187.8672748,0.106901878672748
"NN69",19918853.5733002,0.199188535733002
"NN70",30401815.0493557,0.304018150493557
"NN71",8138972.11208322,0.0813897211208322
"NN72",22939895.1272273,0.229398951272273
"NN73",1555070.13790135,0.0155507013790135
"NN74",32449817.2457857,0.324498172457857
"NN75",29344732.6448149,0.293447326448149
"NN76",41811760.2481188,0.418117602481188
"NN77",2941148.54843749,0.0294114854843749
"NN78",1788629.710638,0.01788629710638
"NN79",19059100.5635151,0.190591005635151
"NN80",13712619.477562,0.13712619477562
"NN81",23614794.3618127,0.236147943618127
"NN82",14397231.0376973,0.143972310376973
"NN83",2591715.78298329,0.0259171578298329
"NN84",33122015.7963938,0.331220157963938
"NN85",24497556.9138533,0.244975569138533
"NN86",42213094.1278199,0.422130941278199
"NN87",1126675.11801141,0.0112667511801141
"NN88",2804157.5022436,0.028041575022436
"NN89",29267145.6294908,0.292671456294908
"NN90",23742837.522898,0.23742837522898
"NN91",17136483.7436224,0.171364837436224
"NN92",21142078.1123403,0.211420781123403
"NN93",5989824.31898265,0.0598982431898265
"NN94",53606201.071814,0.53606201071814
"NN95",42121558.176704,0.42121558176704
"NN96",11443534.2179597,0.114435342179597
"NN97",975875.953564765,0.00975875953564765
"NN98",584739.989438939,0.00584739989438939
"NO00",32531548.3630176,0.325315483630176
"NO01",23396333.685463,0.23396333685463
"NO02",21859449.3247518,0.218594493247518
"NO03",20175314.5939057,0.201753145939057
"NO04",36978883.2938418,0.369788832938418
"NO05",12852407.4484211,0.128524074484211
"NO06",19367936.6024909,0.193679366024909
"NO07",1970607.08545063,0.0197060708545063
"NO08",5099350.11835682,0.0509935011835682
"NO09",14657552.0475875,0.146575520475875
"NO10",7675951.38353141,0.0767595138353141
"NO11",15379627.4413403,0.153796274413403
"NO12",16469649.9059633,0.164696499059633
"NO13",19027915.2630481,0.190279152630481
"NO14",13638410.1961859,0.136384101961859
"NO15",24517062.5950642,0.245170625950642
"NO16",9010510.29285217,0.0901051029285217
"NO17",870219.762562639,0.00870219762562639
"NO18",5843030.31625607,0.0584303031625607
"NO19",20324387.275228,0.20324387275228
"NO20",15002078.4644073,0.150020784644073
"NO21",13967205.039951,0.13967205039951
"NO22",6720742.6382827,0.067207426382827
"NO23",17716276.8282332,0.177162768282332
"NO24",8413822.07415345,0.0841382207415345
"NO25",20807260.9023458,0.208072609023458
"NO26",27801526.1854058,0.278015261854058
"NO27",10961514.1071393,0.109615141071393
"NO28",1925625.37353899,0.0192562537353899
"NO29",26315105.6882816,0.263151056882816
"NO30",10000832.6045578,0.100008326045578
"NO31",9870466.02012827,0.0987046602012827
"NO32",6249286.62155127,0.0624928662155127
"NO33",10613922.5443161,0.106139225443161
"NO34",10755736.8898224,0.107557368898224
"NO35",11291319.2403797,0.112913192403797
"NO36",15999628.5743563,0.159996285743564
"NO37",3774513.04577371,0.0377451304577371
"NO38",3842743.49444203,0.0384274349444203
"NO39",37784693.6709109,0.377846936709109
"NO40",10475566.039775,0.10475566039775
"NO41",6552154.29280542,0.0655215429280541
"NO42",22011511.7689406,0.220115117689406
"NO43",4431079.15890158,0.0443107915890158
"NO44",10465611.4425441,0.104656114425441
"NO45",9420632.40554597,0.0942063240554597
"NO46",9229911.23658025,0.0922991123658025
"NO47",1494474.19075582,0.0149447419075582
"NO48",1258418.77095108,0.0125841877095108
"NO49",42156806.4285889,0.421568064285889
"NO50",2390493.16101029,0.0239049316101029
"NO51",3180271.56637036,0.0318027156637036
"NO52",741670.64340313,0.0074167064340313
"NO53",6448070.98054912,0.0644807098054912
"NO54",7570465.44949552,0.0757046544949552
"NO55",20733003.7117317,0.207330037117317
"NO56",10056587.1064537,0.100565871064537
"NO57",6272599.18473806,0.0627259918473806
"NO58",55141.5411450422,0.000551415411450422
"NO59",46010153.5799116,0.460101535799116
"NO60",101266.67842758,0.0010126667842758
"NO61",207949.633651383,0.00207949633651383
"NO63",196703.397248608,0.00196703397248608
"NO64",5382596.21461383,0.0538259621461383
"NO65",10541474.9572578,0.105414749572578
"NO66",14355300.6536221,0.143553006536221
"NO67",18816416.3060259,0.188164163060259
"NO68",32362944.4676453,0.323629444676453
"NO69",47006818.8009357,0.470068188009357
"NO75",475451.281753975,0.00475451281753974
